Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
niniiss,5.0,"Everything at the hotel exceeded our expectations during our stay. The evening shows and live music performances were incredibly enjoyable. The DJ performances truly enlivened the atmosphere with their energy; every evening was a different kind of fun.

The daytime activities and games were quite varied and fun. Thanks to the music playing throughout the day, there was a great atmosphere in every corner of the hotel. The animation team was extremely professional, both in terms of language skills and their approach to guests. Each one was smiling, attentive, and energetic; you truly feel special.

The sports activities were also very satisfying. There were great options for those who wanted a fun and active holiday.

The mini-club deserves special praise. The activities prepared for the 4-7 age group were both educational and fun. The mini-club animators were very successful in communicating with children and their language skills were excellent. The playground and park were safe, clean, and designed for children to enjoy themselves.

Overall, every detail of the hotel has been carefully considered. It offers a full, fun, and high-quality holiday experience for both adults and children. This is definitely a hotel we would choose to stay at and would wholeheartedly recommend to everyone.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your detailed and valuable feedback. We are pleased that you enjoyed your holiday with our evening shows, live music performances, DJ events, daytime activities, and sports programs. We also appreciate that our animation team and mini-club services met your expectations.

We would be delighted to welcome you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pKdFpHSnNlRlJVUldOMlVrTTRhWFZ0ZFVKcFFYYxAB
Cristiano Mariani,5.0,"I stayed there for two weeks. At the beginning, I experienced some issues with the room. However, after I contacted the hotel, the Guest Relations Manager—whose name I believe is Ali—personally came to assist me and offered his full support. From that point on, I did not encounter any further problems during my stay. I would also like to give a special mention to the porters, who were consistently helpful and attentive.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your feedback and for taking the time to share your experience. We are pleased to hear that the initial issue with your room was resolved promptly by our Guest Relations team and that the remainder of your stay was comfortable.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",Local Guide · 75 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2s5RFdXZERWM1kwVWkxNlREUndTSFJ2VkU5V2ExRRAB
220ceylank,5.0,"We had a fantastic holiday at Megasaray Westbeach Antalya. The hotel is beautifully situated and very well maintained. The food is truly top-quality, with plenty of variety and something new every day. The service is excellent; the staff is …",3 months ago,2026-05-06,,,,ChdDSUhNMG9nS0VMclptZHlucHNTUHR3RRAB
Ceylan Karapinar,5.0,"“We had a fantastic holiday at Megasaray Westbeach. The hotel is beautifully situated and very well maintained. The food is truly top-quality, with a lot of variety and something new every day.

The service is excellent; the staff is friendly, helpful, and always smiling. In particular, we would like to thank Leoni and Derviş for their amazing dedication and hospitality.

Also, a special thank you to animator Mahmut and his team. They kept us and especially the children in the kids' club incredibly entertained. The children enjoyed themselves immensely!

The rooms are also clean and comfortable, and the facilities are more than adequate for both children and adults.

In short: highly recommended! We will definitely be back again.”",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind and detailed feedback. We are delighted to hear that you had a fantastic holiday and appreciated our location, food quality, service, and the comfort of our rooms, as well as the activities for both adults and children.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",3 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT25WdldXdzFTWGRzU1hwWlZpMVRWVE5xY3psYWNuYxAB
Serkan Sarıkaya,5.0,"Our bartenders, Mr. Baran and Ms. Tuğçe, were very kind and polite. We were treated very well for 3 days.
I would like to express my thanks to all the staff and wish them continued success.",3 months ago,2026-05-06,,"Dear Guest Serkan Sarıkaya,

Thank you for your valuable feedback. We are very pleased that you were … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT21aRVYzZDVRamRITTBwNkxURkJPRmd5TWxCa1ZsRRAB
Tom Versmessen,4.0,"A couple remarks:
Found our room open after the room was cleaned
The bath/shower didn't have a stop, so no possibility to take a bath
Arrived for a honeymoon, and found 2 seperate beds in our room (yes, I did mention it on the booking)
Staff very friendly and helpful
Kitchen is 5*",3 months ago,2026-05-06,,"Dear Mr. Tom Versmessen,

Thank you very much for sharing your feedback with us.
We are glad to hear that you found our staff friendly and helpful and that you were especially satisfied with our kitchen.
At the same time, we sincerely appreciate you highlighting the points regarding your room experience. Please be assured that your comments about room preparation and maintenance have been shared with the relevant departments for immediate review and improvement.

We hope to have the opportunity to welcome you again for a more seamless stay.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 57 reviews · 56 photos,Ci9DQUlRQUNvZENodHljRjlvT200d05YcEdTVkpYY1RGNWNWaGZkbk54ZEdObFYzYxAB
Umit Alkan,5.0,The hotel is really excellent. This is my second visit and they've improved the service even more. Mr. Aydın at the reception was very helpful regarding our rooms. I especially thank him.,3 months ago,2026-05-06,,"Dear Mr. Ümit,

Thank you for sharing your valuable feedback. We are pleased that you were … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT25sc1JrcFVRMkpRVTAxQ1lUWkRhRTlxUlVoeU5XYxAB
Zahir Esa,4.0,Nice hotel. Very clean with very good service and good food served all the time until late at night. Nice long walk beach in front of the hotel. Staff is very helpful especially Ali who speaks Arabic who helped us with all the tips where to shop everything you need. Exchange money. Arrange taxi. Interpret for us for hotel staff. He is a good resource to the hotel for Arabic speaking gestures I think,3 months ago,2026-05-06,,"Dear Zahir Esa,

Thank you very much for your kind feedback. We are delighted to hear that you appreciated the cleanliness of the hotel, the quality of service, and the variety of food available throughout the day.

It is also great to know that you enjoyed the beachfront promenade and found our team helpful during your stay.

We truly appreciate your comments and look forward to welcoming you again.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",5 reviews,Ci9DQUlRQUNvZENodHljRjlvT20xS0xXSlJVRVJUTm1ad2FXOUtRVFZJUWsxUlRYYxAB
korhan öztekin,5.0,"Bartender Osman Bey took great care of us, the cocktails were amazing, he was very friendly and really loves his job. He's a great member of the hotel staff, we thank him very much.",3 months ago,2026-05-06,,"Dear Guest Korhan Öztekin,

Thank you for your valuable feedback. We are pleased that you were satisfied … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT25wSlpFcGxZV0ZCWmxSWE5FMVlXazlvZG5CbWNVRRAB
Laura Lamptey,5.0,"We just came to megasaray for first time. To honest we will definitely come back. All food were very tasty specially Turkish foods. And the cocktails very very delicious and tasty. The entertainment program live musics was good and the quiz was very fun. All animations are very friendly and funny. See you next time megasaray!
Special thanks to Ilayda in the entertainment team!",3 months ago,2026-05-06,,"Dear Mrs. Laura Lamptey,

Thank you very much for your wonderful feedback. We are delighted to hear that you enjoyed your first stay with us and that you plan to return again.

It is great to know that you appreciated the variety and quality of our food, especially Turkish cuisine, as well as our cocktails and entertainment program. We are also pleased that you enjoyed the live music, quiz night, and the friendliness of our animation team.

We truly appreciate your special mention of our team and look forward to welcoming you again for another great stay.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",7 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25nNFNGWnNZMjh3V1U5Qk1GZE1kV1JJVWxGcWNIYxAB
Winnisa Thanamonpaisaan,5.0,"The service is amazing , all the staffs are very nice . Activities are for everyone , mini disco and kids club for the kids . For the adult there are live musics , quiz nights( which I loved ) . Especially the entertainment activities staffs are very fun .
Location is on point, such a long beulevard and you can go anywhere from here .
Food is nice and every can find something they like . The room are decent, housekeeping staffs are sweet .
We will be back !!!! Amazing experience.",3 months ago,2026-05-06,,"Dear Mrs. Winnisa Thanamonpaisaan,

Thank you very much for your wonderful feedback. We are delighted to hear that you enjoyed your stay and appreciated our friendly team, wide range of activities, and entertainment program for both adults and children.

It is also great to know that you were satisfied with the location, food variety, and housekeeping service.

We truly appreciate your kind words and look forward to welcoming you again for another amazing experience.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tWWFRHdHdZMVpaY3pOaVpqTmtURkptT0ROblgwRRAB
Wipaporn Morawong,5.0,My sister and I came to Megasaray and it was fantastic especially the entertainment teams. They have so many activities which we attended. We particularly enjoyed the quiz night and live music. They have so many activities both days and night for everyone. There is a kid club which will be good for the parents as they can entertain the kids for them. The entertainment teams speak very good English and they speak a few languages too. Overall we enjoyed our stay very much and will recommend to anyone.,3 months ago,2026-05-06,,"Dear Mr. Wipaporn Morawong,

Thank you very much for your wonderful feedback. We are delighted to hear that you and your sister had a fantastic stay and especially enjoyed our entertainment program and activities.

It is also great to know that you appreciated the quiz night, live music, and the variety of activities available throughout the day and evening. Your kind words about our team’s communication skills are truly appreciated.

We are glad you enjoyed your stay and thank you for your recommendation. We look forward to welcoming you again.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",5 reviews · 6 photos,Ci9DQUlRQUNvZENodHljRjlvT25KWFdtRnhjMDAxWDFKSFlrTTNUMW93WW01VFdtYxAB
Abdullah Aktepe,5.0,Beautiful hotel,3 months ago,2026-05-06,,"Dear Guest Mr. Abdullah,

Thank you for sharing your feedback. We are pleased that you enjoyed your stay. … More",Local Guide · 23 reviews · 8 photos,Ci9DQUlRQUNvZENodHljRjlvT2xscU1reFVkbkEyYTA0MFVWSmpTMFZYYldOTGVYYxAB
