Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Sandra Anthamatten,5.0,"An absolutely fantastic hotel. The service, the food, and the staff are all incredibly attentive throughout your stay. You'll also have access to Land of Legend during your stay, with a bus transfer included.
Don't hesitate to book this magnificent place.",3 weeks ago,2026-07-14,,"Dear Sandra Anthamatten,

Thank you for your wonderful 5-star review and kind recommendation.

We are delighted to hear that you enjoyed our service, culinary experiences, and the attention of our team. We are also pleased that your Land of Legends experience added extra enjoyment to your stay.

Your kind words mean a lot to us, and we look forward to welcoming you back to Rixos Premium Belek for another unforgettable holiday.

Warm regards,

Rixos Premium Belek Hotel Management",Local Guide · 15 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xCYWNqQnZkamR4UVdseVpXRjNRbXN5ZVRocmNsRRAB
Eugen K,5.0,"Everything was fantastic. From check-in, to the grounds, service, bars, restaurants, beach, and sports activities. We'll be happy to come back. Thanks to the staff at the Emre, Bektur, and Sania hotels!",3 weeks ago,2026-07-14,,"Dear guest,

Thank you very much for your wonderful review and high rating.

We are delighted that you were satisfied with your stay, the service, the hotel grounds, the restaurants, the beach, and the sports activities. Your kind words to Emre, Bektur, and Sania will be sure to be passed on to them—they will be delighted to receive such a high rating.

We look forward to welcoming you back to Rixos Premium Belek for another unforgettable experience.

Sincerely,
Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2tKbVdHUmxabXhOUldSSFJsSTJPVm93TVV4VWVIYxAB
Carole Greenall,5.0,Beautiful hotel and the staff were brilliant. Highly recommend 👌,3 weeks ago,2026-07-14,,"Dear Carole Greenall,

Thank you very much for your wonderful 5-star review and kind recommendation.

We are delighted to hear that you enjoyed our beautiful hotel and the service provided by our team. Your kind words are greatly appreciated and motivate us to continue creating memorable experiences for our guests.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21SRVYycG1jV3BYYlVSU2NWUkpSMWcyWVdsRVVIYxAB
Wieslawa Krentowska,5.0,,3 weeks ago,2026-07-14,,"Dear Wieslawa Krentowska,

Thank you very much for your 5-star rating.

We truly appreciate your support and are delighted to know that you had a positive experience with us. We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Warm regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21WbllXZHJhMkpuVGpKNWFucHdkMkl3UnpremVFRRAB
Marc Santschi,5.0,,3 weeks ago,2026-07-14,,"Dear Marc Santschi,

Thank you very much for your 5-star rating.

We truly appreciate your support and are delighted to know that you had a positive experience with us. We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Warm regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2xaaFlUZE9iMkpvYlVOQ1kyWndibmRQZGkxcFZrRRAB
India Jeynes,5.0,"We are only a couple days into our holiday at this point but everything is exceeding our already high expectation, the hotel is wonderful and full of amazing staff who cannot do enough. Couldn’t recommend the place high enough!! We look forward to the remainder of the holiday",3 weeks ago,2026-07-14,,"Dear India Jeynes,

Thank you very much for your wonderful review and kind words.

We are delighted to hear that your holiday has already exceeded your expectations and that you are enjoying our hotel and the service provided by our dedicated team. Your appreciation means a lot to us.

We hope you continue to have a fantastic stay and create many more unforgettable memories with us at Rixos Premium Belek.

Warm regards,

Rixos Premium Belek Hotel Management",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pNNWREaFhhQzFDYjJGc1VFVkZhRkJ4WW05V01uYxAB
Larissa Stegmüller,5.0,"I can 100% recommend the facility for autumn, because there are too few trees to provide shade during the hot summer months.",3 weeks ago,2026-07-14,,"Dear Larissa Stegmüller,

Thank you so much for your wonderful review and recommendation.

We are delighted that you enjoyed your stay with us and especially appreciated the atmosphere of our resort in autumn. Your feedback regarding the need for shade during the summer months is very valuable to us and will be gladly taken into consideration.

We hope to welcome you back to the Rixos Premium Belek soon and provide you with another wonderful holiday experience.

Sincerely,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT205UWNHbFpWMkpNWlhGTFRERkdXRkZMUkZOcGJuYxAB
Fahda Almadi,5.0,hamza was the best!! he made the experience 100% better,3 weeks ago,2026-07-14,,"Dear Fahda Almadi,

Thank you very much for your wonderful 5-star review.

We are delighted to hear that Hamza contributed to making your experience even more enjoyable. Your kind words will be shared with him, and we are sure he will be happy to know that his service was appreciated.

We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Warm regards,

Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pSU1dIQTJiVlpGV25VeE1rdzJNSE14TFZrMFNsRRAB
George,5.0,"Amazing stay, great food, top amenities. Have to give a special shoutout to our assistant Valeria, who was always precise and immensely helpful. Would happily come back again",3 weeks ago,2026-07-14,,"Dear George,

We are delighted to hear that you had an amazing stay and enjoyed our culinary experiences and facilities. Your special appreciation for Valeria is greatly appreciated, and we will be happy to share your kind words with her.

We look forward to welcoming you back to Rixos Premium Belek for another unforgettable holiday.

Warm regards,

Rixos Premium Belek Hotel Management",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2poSmVUWlZWVUUxTmt4V2NVOW9NbTF5WWtsd1VHYxAB
Gabriele I. W.,5.0,One of the best hotels we have visited,3 weeks ago,2026-07-14,,,,ChZDSUhNMG9nS0VQcmdpZFdyOVlialBREAE
halil çoşkun,5.0,"It's great that à la carte restaurants are offered free of charge to guests; it's truly a guest-focused establishment. The food and beverage quality is kept premium, and they work hard to please you…",3 weeks ago,2026-07-14,,"Dear Halil Coşkun,

We sincerely thank you for your valuable comment and kind thoughts.

We are delighted that you appreciated our à la carte restaurants, which we offer free of charge to our guests, our premium food and beverage quality, and our service philosophy. Our entire team continues to work with dedication to make you feel special and to make every moment enjoyable.

We were very pleased to have hosted you at Rixos Premium Belek. We hope to welcome you again soon and to provide you with another unforgettable holiday experience.

With love and respect,

Rixos Premium Belek Hotel Management",8 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21GWWIzVldkVWRNZFRnemFEQlBVMU56UmtwMlRuYxAB
Sultan Sa,5.0,Nice Service & Activities.,3 weeks ago,2026-07-14,,"Dear Sultan,

Thank you for your kind review. We are delighted to hear that you enjoyed our service and activities.

We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",13 reviews,Ci9DQUlRQUNvZENodHljRjlvT2sxSmIxcFFRblV4YzBaWWQyUjNjV1JEVkd0MWEyYxAB
Ola Daqa,5.0,,Edited 3 weeks ago,2026-07-14,,"Dear Ola Daqa,

Thank you very much for your 5-star rating!

We truly appreciate your support and are delighted that you chose Rixos Premium Belek. It was a pleasure to have you as our guest, and we look forward to welcoming you back for another memorable holiday.

Warm regards,
Rixos Premium Belek Hotel Management",3 photos,Ci9DQUlRQUNvZENodHljRjlvT2t4b05tRnZiVlpyUlMxNmEzQjBkRTlVUTFOc2MxRRAB
Mubina Yardamjonova,5.0,"We recently returned from this hotel and were pleasantly impressed. We had a family vacation.
The grounds are spacious, everything is green and beautiful, there's a large pool and several larger pools. Food and drinks are always available, and there's a wide selection. The staff is very friendly and pleasant, always smiling. The hotel is always fun, with shows and activities. I'd like a little more variety in the bar's drink selection.
I recommend it to families with children and will definitely return.",3 weeks ago,2026-07-14,,"Dear Mubina Yardamjonova,

Thank you very much for your wonderful review and for sharing your impressions of your stay at Rixos Premium Belek.

We are truly delighted to learn that your family vacation left you with the most pleasant memories. We are especially pleased that you highly appreciated the spacious and well-maintained hotel grounds, the swimming pools, the variety of food and drinks, the friendliness of our staff, and the extensive entertainment program and activities. Your recommendations for families with children are a great honor for us.

We also appreciate your valuable feedback regarding the variety of drinks in the bars. We will be sure to pass your feedback on to the relevant department to further improve the quality of our services.

We look forward to welcoming you and your family back to Rixos Premium Belek and making your next vacation even more comfortable and unforgettable.

Sincerely,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT21aWldsaFphamw1V25SYU9EWkJNRE01TTBadVZuYxAB
Nora Alqhtani,5.0,,3 weeks ago,2026-07-14,,"Dear Nora Alqhtani,

Thank you very much for your 5-star rating!

We truly appreciate your support and are delighted that you chose Rixos Premium Belek. It was a pleasure to have you as our guest, and we look forward to welcoming you back for another memorable holiday.

Warm regards,
Rixos Premium Belek Hotel Management",Local Guide · 74 reviews · 21 photos,Ci9DQUlRQUNvZENodHljRjlvT25SUU1VcHVaMEZoY1V0UWFIRkVPVXA1T0ZjeGFFRRAB
Asis,4.0,"The rooms are a bit old, but the staff are very dedicated.",3 weeks ago,2026-07-14,,"Dear Asis,

Thank you for your valuable feedback and for choosing Rixos Premium Belek.

We are extremely pleased that you appreciated the friendly, attentive, and dedicated service of our staff. Our team works with great dedication to maintain the highest level of guest satisfaction.

We also value your opinion about our rooms and would like you to know that we will share your feedback with our relevant departments. All feedback from our guests is of great importance to us in order to continuously improve the quality of our services and facilities.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Sincerely,

Rixos Premium Belek Hotel Management",Local Guide · 12 reviews · 8 photos,Ci9DQUlRQUNvZENodHljRjlvT2kxVVVqSnFRazh6WHpjeWNsbHRjMUpVYlVscWEzYxAB
Kerry Comley,5.0,"Brilliant hotel, with so much for kids. Food is amazing especially the à la carte restaurants. Rixy Kids Club is fab. Having all inclusive access to Starbucks and Govida is so good!",3 weeks ago,2026-07-14,,"Dear Kerry Comley,

Thank you very much for your wonderful review and for choosing Rixos Premium Belek.

We are delighted to know that you and your family had such an enjoyable stay. It is especially rewarding to hear that you appreciated the wide range of facilities for children, our delicious culinary offerings, and our à la carte restaurants. We are also pleased that Rixy Kids Club, as well as the all-inclusive Starbucks and Godiva experiences, made your holiday even more memorable.

Your kind words are truly appreciated and serve as great motivation for our entire team.

We look forward to welcoming you and your family back to Rixos Premium Belek for another unforgettable holiday.

Kind regards,

Rixos Premium Belek Hotel Management",9 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2psMFRWOUVkaTFGY1hsT1JYZEdXSFowY2tGSk1uYxAB
