Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Альона Моор-Потапкіна,1.0,"Before the incident, we were delighted with this hotel. The spacious grounds, friendly staff, water park, pools, sea views, and varied food options. We even considered returning.

But everything changed in an instant.

During our vacation, my husband suffered a serious leg injury in the hotel pool. There was a sharp object in the water, which cut his heel deeply. The wound was so severe that he required hospitalization and stitches.

Instead of a vacation, our family spent about seven hours in the hospital. We lost a day of vacation, incurred additional expenses for the insurance deductible, medications, and subsequent medical examinations. Now, instead of relaxing, we have to deal with bandages, antibiotics, and medical paperwork for a safe flight home.

What's especially upsetting is that such an injury occurred on hotel grounds, in a place that should be safe for guests. The hotel markets itself as a family-friendly hotel, but its pool safety oversight raises serious questions.

As a result, not only one day of our vacation was ruined—our entire holiday was ruined. Instead of walks, the sea, and fun, we were left with pain, stress, and constant anxiety about our health.

We have photos, videos, and medical documents confirming what happened.

If family safety is your priority, I recommend thinking carefully before choosing this hotel.",Edited a month ago,2026-07-05,,"Dear Guest,

First of all, thank you for sharing your feedback. We sincerely regret that this incident occurred during your vacation, and we wish your husband a speedy and full recovery.
We are pleased to learn that prior to this incident, you highly rated the hotel grounds, staff service, water park, pools, food, and overall vacation atmosphere. Therefore, we are especially sorry that this incident has marred your experience.
Immediately upon learning of the incident, our staff provided the necessary assistance, organized and supported your medical referral, and closely monitored your situation throughout your treatment. You were provided with a complimentary shuttle from the hotel for all trips to and from the hospital. Our staff also regularly inquired about your husband's health and conveyed their best wishes for a speedy recovery.
After receiving information about the injury, a thorough inspection of the pool and surrounding area was conducted. No sharp or cutting objects were found in the pool. CCTV footage was also reviewed. The investigation revealed that the injury occurred as a result of improper entry and failure to follow the water slide's operating instructions, resulting in contact with the bottom of the pool.

We would like to emphasize that the safety of our guests is our absolute priority. All water slides and pools undergo regular technical inspections and tests in accordance with current safety standards, and our staff constantly monitors the condition of the facilities to ensure the safest possible experience.

We sincerely apologize for the inconvenience you experienced and once again wish your husband a speedy recovery. We hope that over time you will be able to cherish the positive memories of your stay at our hotel.

Sincerely,
Crystal Hotels CRM",Local Guide · 13 reviews · 203 photos,Ci9DQUlRQUNvZENodHljRjlvT2pGWFFsZElYemhTU1ZCaGVXeFRlRVJNVlY5bFJYYxAB
Иван Франц,5.0,"A wonderful place. Fantastic water slides and a rich entertainment program! These water parks are truly top-notch, perfect for both kids and adults! We came here for the first time and were absolutely thrilled! The most important thing for a child is that they have everything they need! Entertainment and crafts every day! The mini-club is running great! They speak all languages!",a month ago,2026-07-05,,"Dear Guest,
Thank you for your high rating of our hotel and for awarding us 5 stars. We are delighted that you have expressed your satisfaction in this way – it is a great joy and motivation for us.
Our top priority is always to ensure you have a pleasant and carefree stay. Your valuable feedback inspires us to maintain and continually improve the quality of our services.
We look forward to welcoming you back to our hotel in the near future and hope to once again meet your expectations on your next vacation.
Sincerely,
CRM Team
Crystal Hotels CRM",1 review,Ci9DQUlRQUNvZENodHljRjlvT25oek5ucElVa0puT0c5elFqUjBOR1JmZW1sMGVYYxAB
OZAN ÖZTÜRK,5.0,The hotel is very nice.,a month ago,2026-07-05,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us. … More",3 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT25KUFZXdDBPVzl6TlhwMGJrdFlWMHhDU25JemJXYxAB
Александр Потапкин,1.0,"I got a cut heel in the pool. The management let it all slide. I ended up spending half my vacation in my room. They at least apologized. I went to ask about crutches, and they said I had to rent them. That's what happened to me. I wouldn't recommend it with children. Have a great vacation, everyone.",Edited a month ago,2026-07-05,,"Dear guest,

First of all, we sincerely regret that this accident occurred during your stay. … More",9 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pOZmVIVnpSME50Y0VoeE1XVndUMGczU2xSWmIzYxAB
Dilnura Fayzullayeva,5.0,The service was good. We had a great time. We really enjoyed it. I hope we'll come again. We're very happy. 👍👍👍👍 …,a month ago,2026-07-05,,"Dear Guest,
Thank you for your high rating of our hotel and for awarding us 5 stars. We are delighted that you have expressed your satisfaction in this way – it is a great … More",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tkZlEyWkNYMU56Umt4UmVWYzFURGRxT0RRelVYYxAB
Алина Асеева,5.0,"The best hotel in Turkey. Everything is top-notch: food, service, entertainment.",a month ago,2026-07-05,,"Dear Guest,
Thank you for your high rating of our hotel and for awarding us 5 stars. We are delighted that you have expressed your satisfaction in this way – it is a great … More",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT214Q2IzVnZSa2cxTm5kQ2JURmhOV1ZYVG5rMFFrRRAB
Mehmet efe Balta,5.0,"The hotel was amazing in every way, we were very pleased. The hotel was great fun. The parties were fantastic. The food was varied and delicious. Thanks to Sedat abi (brother Sedat).",a month ago,2026-07-05,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us. … More",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2paR2VHbHhVMDAxYUZOcVEzcHhOM1J6WHpkRGJGRRAB
DNS KOZMETİK,5.0,"The à la carte meals at the hotel where we stayed with our family were excellent, and Mr. Sedat was excellent.",a month ago,2026-07-05,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us. … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pOSVRGbFBTbU5UWlhwVk1YaEpUR2RRWjJaNFlWRRAB
nuri sezgin,5.0,"This is a great hotel for kids, with an excellent aquapark and a place where you'll never go hungry – one restaurant opens before the other closes. The hotel staff are very good. The à la carte restaurants are superb; thanks to Sedat Bey and Omer Bey.",Edited a month ago,2026-07-05,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us. … More",Local Guide · 169 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2pOYVdpMWhiVnAxZWt0eGFtSmlYMVJMY1d4Q2JVRRAB
Ольга Алексеевна,5.0,Mr. Sedat was very attentive to us. The food and service were superb.,a month ago,2026-07-05,,"Dear Guest,
Thank you for your high rating of our hotel and for awarding us 5 stars. We are delighted that you have expressed your satisfaction in this way – it is a great … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT2tJeVpGOWpjRVo1WlUxNk4yTndZa2hmY2xsdlIyYxAB
Ada Yucel,5.0,"Thanks to Mr. Sedat and Mr. Ömer, the food was delicious.",a month ago,2026-07-05,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us. … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pVMmJYcHZhWFZTYVdSRGJHZHBiRWwzUVVJd01IYxAB
Mehmet Emir Yücel,5.0,The à la carte dishes and Mr. Sedat's service were amazing.,a month ago,2026-07-05,,"Dear Valued Guest,
We sincerely thank you for your 5-star rating of our facility. Your expression of satisfaction in this way is a great source of happiness and motivation for us. … More",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT25aSWVtdFZka3BUWWxRMWVGVkVaVGxhZEdSdk5GRRAB
Eliza Askerova,5.0,"“We were very well received during our stay at the hotel. I would especially like to thank the kitchen staff and the head chef. The food was truly delicious, with different and carefully prepared options every day. It appealed to our taste buds and the presentation was beautiful. The head chef's dedication to his work was evident in every detail. Also, all the staff were friendly and helpful. We felt right at home. Thank you for everything, we would love to come back again.”",a month ago,2026-07-05,,"Dear Guest,
Thank you for your high rating of our hotel and for awarding us 5 stars. We are delighted that you have expressed your satisfaction in this way – it is a great joy and motivation for us.
Our top priority is always to ensure you have a pleasant and carefree stay. Your valuable feedback inspires us to maintain and continually improve the quality of our services.
We look forward to welcoming you back to our hotel in the near future and hope to once again meet your expectations on your next vacation.
Sincerely,
CRM Team
Crystal Hotels CRM",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2t4dlFqRklRa2hEUVRkSmRFSmhaVVZuTkdaM1RGRRAB
Ingrid Flores,3.0,"Its okay! When I first rated it was as a request of one employee and on our first day, and the hotel seemed nice. After my whole stay, its definitely not worth it 5 stars. The hotel is okay, the staff is nice, but the overall service was not good. They never changed our bed lining in a 7 day stay, they only made the bed and changed the trash bag, I had to request toilet paper/ conditioner two times bc they will never leave extra, which is annoying to have to worry about when you are supposed to be relaxing. When we checked in they gave us the list of all restaurants/bar, however, only one theme bar/restaurant was open per night.",Edited a month ago,2026-07-05,,"Dear guest Ingrid Flores,

Thank you very much for your kind comments and valuable feedback.

We were delighted to hear that you enjoyed your stay, found our food delicious, and appreciated the friendly service provided by our team. It is a particular source of satisfaction for us that our entertainment activities also met your expectations.

On behalf of the entire team, we thank you for your kind words and look forward to welcoming you back to our hotel.

Kind regards,
Crystal Hotels CRM","Local Guide · 151 reviews · 1,327 photos",Ci9DQUlRQUNvZENodHljRjlvT21WQlRYcDZjblpxYURkUlVrWjJSbHBtUkhCRGVuYxAB
